Length_m,Inertia_m4,Force_N,Max_Deflection_m
4.854026613548714,1.1266501732510007e-05,-5866.841101627378,-0.002714116728390423
4.247476077499046,1.1320355034156054e-05,-9532.390802011585,-0.0029406371548271184
6.341568665265988,1.6063734523833374e-05,-2923.4962055437018,-0.002115207308731297
3.127393799798101,8.581657186524536e-06,-8187.725960776231,-0.0013299847881706895
8.417575846032317,6.65711169697092e-06,-7672.412486007651,-0.0313266560415896
2.5964051494381666,1.031933236461165e-05,-8517.642819109336,-0.0006584033525247386
9.895095492804138,9.308584874811227e-06,-7028.0644161565215,-0.033336412696598844
8.17795815437326,9.444621806839853e-06,-3189.236448802285,-0.008416734407596075
3.5897254522733792,8.50411626574865e-06,-5325.527264464564,-0.0013201520385144247
2.044176936988819,5.6313978445454284e-06,-8156.068532643587,-0.000563802416313019
8.523691427638674,5.268109021001208e-06,-2099.529296631633,-0.011247530172863642
7.654858750780937,1.9815835846040475e-05,-2083.7633054362377,-0.002149583691739687
7.8320573443278985,1.1416597006037936e-05,-2164.794174585938,-0.004151588875106862
8.170162773487565,1.0764899707395226e-05,-7850.834097566147,-0.01812611635233783
2.592357213872723,1.5194709240396048e-05,-5938.8459023711075,-0.0003103137515076305
4.867725828354181,8.273808317975964e-06,-1135.0930947321249,-0.000721126038505024
2.9269524762010377,1.9249417759253384e-05,-3051.887713210087,-0.00018117772009776538
8.904827407004749,1.6795175216233284e-05,-9755.493208969961,-0.018691667008131834
6.986385014620463,6.341165034683893e-06,-9413.15867865557,-0.02306910228371902
4.6471841988211935,1.1263711636773927e-05,-5824.6176086890055,-0.002365170099467083
2.508466802288189,1.8186774613432474e-05,-1817.018147245959,-7.186798656452133e-05
4.487858573725298,1.9170980334371157e-05,-5151.683818425572,-0.0011069530232843709
4.601466576213976,1.2011022668748047e-05,-5519.687427691388,-0.002040469642969245
7.836849426704513,1.4201170838160616e-05,-9050.736700390325,-0.013979483014666118
7.100459770841705,7.505509191381129e-06,-4088.9790574813533,-0.008887936905967748
9.097701940610612,1.986752939205465e-05,-2601.071554597971,-0.004492730551281975
5.777719401295594,8.475075520751652e-06,-6576.219932431939,-0.0068203853878145764
2.9567539675064136,1.9140976612026888e-05,-3019.4933416720523,-0.0001858328009053608
7.70595829778396,1.474469973488553e-05,-1319.7101148926959,-0.001866506041724556
8.08628038893518,1.4116051923182888e-05,-8166.101867850798,-0.013939742750000194
6.49021758055597,1.2690327665247632e-05,-5290.033319247328,-0.005193619939521797
8.167737439636488,8.460047175766381e-06,-7415.758377238821,-0.02176681649331489
5.950364770915126,7.647920480082625e-06,-2864.3102286954454,-0.0035959552946877756
6.1818626350559525,8.307293136052631e-06,-4801.6597070695825,-0.00622295583608227
5.420328146868397,7.79657393216382e-06,-4288.758242047266,-0.003992191145900899
2.2033530139527615,1.6693767103501303e-05,-2818.7725634569533,-8.231230463024936e-05
2.8631314159464356,1.0251878887500952e-05,-6436.265746037906,-0.0006715234323684336
2.251433485493874,5.867640148450946e-06,-1764.1893843366106,-0.0001563744950868951
7.091283290110243,1.9536539452112172e-05,-5202.74019478474,-0.004327786532935727
4.514847848610613,1.825678827445139e-05,-8578.406594481869,-0.0019706905287087853
6.068565529317622,1.8916284247928197e-05,-3736.9079364807776,-0.002012062788345161
9.260531791408745,1.9923617339696533e-05,-2860.64784605571,-0.005196498564246635
3.9943378331909996,7.60842873829231e-06,-7149.14490639226,-0.0027289798468601296
5.283063384285038,1.0943630283539881e-05,-2285.3866870112233,-0.001403338915433131
8.04440910834439,1.637357713556137e-05,-1844.7107071081027,-0.0026728462029899486
3.8303853239329797,1.5440309270806885e-05,-7507.8596135997195,-0.0012453584354854285
2.615839278630344,7.308438595097827e-06,-1148.3067455630007,-0.00012816614097688783
4.318011623310144,1.723749687485927e-05,-8733.596247561174,-0.001858990437066756
3.2897702980320354,8.36660857754991e-06,-8181.85898437759,-0.0015867411641288826
9.437581218740585,8.357264222339347e-06,-8341.976446857765,-0.03823787569593925
8.464963036515336,1.3054616343401206e-05,-1954.0926099291664,-0.004137738608359132
7.067230052083388,1.3894099022625548e-05,-4111.367029075343,-0.004760037447464124
8.971684721501742,1.3701293117567168e-05,-8631.061450999545,-0.020731536268010615
8.429376615192915,6.372302560966324e-06,-6037.08923468486,-0.02585975497510958
3.4925604710882867,1.8161912939455706e-05,-4462.3177743717815,-0.00047702103702158805
9.140471987919822,8.984000638830593e-06,-9248.82323509555,-0.035828563458339555
6.314737935325206,6.942723819242063e-06,-2058.252684333951,-0.0034020572752302587
8.459521241312501,1.833122119803466e-05,-2767.568181026183,-0.004165346272762261
9.168730399387947,1.9334772473446305e-05,-5453.139037810256,-0.009906994863241723
4.544027799774911,1.7931914258981762e-05,-1295.860462667466,-0.00030900204186676505
2.880415396221414,1.7142741120873174e-05,-6240.151186524103,-0.0003964487385720526
3.8234813003355335,1.482862970958533e-05,-1143.0071286715192,-0.00019635033855220724
5.4168623090100505,1.3262860559137093e-05,-3988.720010767356,-0.002178444810769111
8.544118127379946,6.304801398671153e-06,-4287.958540714527,-0.019332486847397422
8.885844666050748,1.1126798196060481e-05,-8506.405942337935,-0.024444371098809408
2.0556170442495256,1.059032775518471e-05,-2062.6501752582044,-7.709915730951504e-05
6.085978420620526,8.896306756404894e-06,-6152.592808714464,-0.007104711915406927
5.339288025190232,1.5851301705328775e-05,-8539.899347957686,-0.003737185817776662
3.776862483765842,1.2438136026181564e-05,-9886.532320218168,-0.0019515920030772308
2.9589229386694624,6.21569323861472e-06,-4962.198847254557,-0.0009425239163007177
4.700921371229024,8.30274802924717e-06,-5253.403400895913,-0.002995536932183532
9.543277631300153,1.5248881454893942e-05,-3525.817398677573,-0.00915843627485616
4.585623456166042,6.141962892354503e-06,-1987.677522839781,-0.0014221347000138364
6.150324973946929,1.776810371073153e-05,-9285.340738212733,-0.005540612542082681
7.624151671161423,1.2427197905209617e-05,-3416.5315869367387,-0.005552564754908622
4.909036819034352,1.2208798659899722e-05,-8313.29250312176,-0.0036710966830698303
9.774256661767685,1.3886116769892765e-05,-2276.4065215855244,-0.006976330539866327
9.69957835953689,1.737021448887724e-05,-2628.4283752450947,-0.006292980091669623
4.014258366602913,1.0217138118532898e-05,-5132.8562051301005,-0.0014809916892865127
5.977988047139084,1.5170242288385954e-05,-3607.8148123901965,-0.0023153874317326083
4.407026478534157,1.3485979459936866e-05,-7170.848981346264,-0.002074110482281198
4.278723955019741,9.00542405254132e-06,-5759.488909604668,-0.0022831235219917746
2.2950955788362624,1.817944979532737e-05,-2605.2679206057546,-7.895521313981215e-05
6.876514671839175,1.6961390324103922e-05,-5866.613225441075,-0.005125520261376179
6.021432185830892,1.4876777519876385e-05,-6779.815612071024,-0.004534352067429271
2.411830009999915,1.775872593641363e-05,-5552.087974747301,-0.00019989017238029755
4.2291717138928915,1.800941301439704e-05,-2545.7567280650346,-0.0004872929442628206
9.26612708773323,1.5625444650725525e-05,-6983.127573662146,-0.016203885765173568
3.9164951253357794,1.7555199925455084e-05,-8436.145661778306,-0.0013156424730138973
3.1591589767297847,1.5462071925039257e-05,-3591.8738170229735,-0.00033379102127601063
5.915622082220504,1.520211157640451e-05,-2566.1960856272635,-0.0015925534274266668
9.885203632884807,1.4279170673227765e-05,-9094.2626932882,-0.02803678394833128
3.9364421720920033,1.6290749593364622e-05,-7841.132985196497,-0.0013380002768572277
7.377084379247028,7.379076579396106e-06,-8722.252092151055,-0.02162657244278088
8.09295692262974,1.821306138798393e-05,-6868.5272957605,-0.009109807240290415
3.9011003519391974,1.8077652916178483e-05,-5946.841189851286,-0.0008900460723610813
7.825730788894877,5.438709245518387e-06,-3260.562967330242,-0.013094179354197464
4.942265061754026,1.738725125847144e-05,-4139.671736064933,-0.0013098449779495982
7.058446644748636,6.933048012101679e-06,-4411.64289269412,-0.010197891235301208
7.068237686087158,1.002678281388713e-05,-6828.62548051311,-0.010960035134777548
6.286197472598068,1.615262384437412e-05,-2426.9720222371607,-0.0017009540190583076
2.7223181604352664,7.411398440724623e-06,-5758.415493416519,-0.0007143750881187721
8.682419964713905,1.7269505361785934e-05,-1188.0555578636086,-0.0020520410388964894
4.566240519773887,1.7482012669366132e-05,-4292.720755338369,-0.0010654286783048053
3.492148083198834,1.2612016006412545e-05,-8863.617325919475,-0.0013639902418872175
2.3262011324381113,5.0957880757525045e-06,-3914.4019413210935,-0.00044065902853717396
6.7271435455059345,9.305571997623693e-06,-7074.06386111471,-0.010546899589606274
7.420514894738259,1.4253903775636134e-05,-3823.055229825123,-0.0049944273160762226
2.132702631422849,1.9717792670411356e-05,-9373.229666538347,-0.00021014966467803112
6.096744466394248,1.4477202905250026e-05,-8426.067065416366,-0.0060109214512988314
3.8119662015835036,8.897053715962398e-06,-2298.3646698479233,-0.0006521187281726428
7.161382323275599,1.4510085546494173e-05,-7955.383986788366,-0.009176743186815634
3.3949314320399315,1.3099780695737835e-05,-2466.62987281354,-0.0003357683894694171
7.527501904819728,1.6697680927267157e-05,-7486.515203910306,-0.008715313213344584
5.093882770404299,6.604709582404377e-06,-4214.062809471631,-0.0038432703968415667
9.493839909893875,1.6415418537530423e-05,-3752.644838411521,-0.008914932103652368
3.100167553167946,1.3118998680141655e-05,-5386.107221694524,-0.0005574894206951853
4.728530808402068,1.9444880057884923e-05,-7252.203909729418,-0.0017970089135296032
2.9077881699247126,1.0128082490580293e-05,-8086.200612660135,-0.00089456602935389
9.397548946228502,1.4489328397009225e-05,-9701.295808938165,-0.025323988340124337
9.018714827047848,1.8980421582650264e-05,-7264.482388833486,-0.012794979934341802
4.063533021721245,6.537645919860189e-06,-4121.5348852184525,-0.0019277725370240523
7.279872368273432,1.9058427308546768e-05,-1555.256633963656,-0.00143480579677275
8.537777601609726,1.5318285834512202e-05,-2159.1596596325317,-0.003997752708283695
6.441606492795699,6.017555886577579e-06,-3105.417011182277,-0.006286214448726497
6.237204626848052,9.514453504202245e-06,-2903.9739107203122,-0.0033750923741538244
3.9348183272036135,1.5622581329679226e-05,-4015.1358687160428,-0.0007135564442731095
2.7448221424471937,6.010259022031576e-06,-7657.418281905973,-0.001200711393418704
9.177726063626615,1.37325569026441e-05,-1835.244723647531,-0.004708197511582563
9.203344457306644,1.0188245854294352e-05,-3963.4091928474936,-0.01382016890209506
7.0648116581861435,1.4313732766512158e-05,-4956.03432117604,-0.005564036753055567
4.712238328389605,5.6861305071876935e-06,-9001.09477707867,-0.007548611560977372
4.793676596901287,1.8073052092285646e-05,-5976.5001057421705,-0.0016600778278115813
7.807645430961915,1.9602334537660956e-05,-5856.7755591826635,-0.006480639395664922
9.176882079620617,1.9533167829285375e-05,-2218.9275142959705,-0.004000946201192552
9.096691394120938,1.6244777476143872e-05,-5080.166018309904,-0.010728063790939258
8.239004366860991,6.95129360195948e-06,-6576.395059266313,-0.024113113237288906
7.136253169234302,1.6373947938935342e-05,-1208.7970434040653,-0.0012226933632022415
2.6731197199603907,5.368803746882023e-06,-9003.51466006316,-0.0014598108955968146
3.29302971275691,5.33185327293496e-06,-6197.0641451924985,-0.0018914792192020434
9.188433508216633,9.854153287243119e-06,-9621.777923457352,-0.034519720470508976
6.8514324772767194,1.2329647856069987e-05,-3340.862913097627,-0.003971540107554886
2.073576412933037,1.65561112671169e-05,-1737.3110302076439,-4.263695656883755e-05
2.811772342928257,1.5249430649097579e-05,-7479.664034045595,-0.0004969077274577008
7.3080141528644464,1.1688540595651225e-05,-2274.9249088079123,-0.0034618778495540607
2.0404926707697495,9.104399994224989e-06,-7370.03592584292,-0.00031342253352240187
3.2864644113399892,1.995686750236567e-05,-1803.0685452047637,-0.00014615493652286323
6.389870314932689,1.1392719533539595e-05,-3214.342867628944,-0.0033546541324991313
7.535161581541546,1.1770805364945134e-05,-2755.8390084270522,-0.0045649097717709265
7.215690076020804,7.454357317875039e-06,-9837.94099959591,-0.022596149825318976
3.7941544756844783,1.6922143231248942e-05,-1334.706786333767,-0.0001963280498973607
7.697433770780287,1.540523338672233e-05,-3459.961071367091,-0.0046681804695014656
3.8979926999744006,8.311544191831408e-06,-7257.2401415248005,-0.0023567833667516814
4.603197585274142,6.235715684237641e-06,-2535.4480162703776,-0.0018073991753782088
7.971931240944193,1.52074895311207e-05,-7466.3092142656305,-0.01133563628836668
7.197063192377717,1.4817668214217029e-05,-2145.215443904848,-0.002459596242241805
8.793787283953424,9.098892904973142e-06,-8986.776486292567,-0.030609066125492027
7.260903138402747,1.9262953433756156e-05,-3666.826202852838,-0.0033208266479998207
6.546468826683773,7.265868376713504e-06,-5133.713710195807,-0.009033837130756464
2.74939814262474,1.148502201563903e-05,-9131.189768241033,-0.0007530351796629186
4.941726424475468,1.9154238802513984e-05,-7822.955545670449,-0.002246202396242103
4.121618941453804,1.1295909753891835e-05,-9888.363673504167,-0.002793274086584898
3.9519171470326686,1.4577889214961287e-05,-5781.0883108194475,-0.0011154375879097497
9.784084438019566,1.0963915969441917e-05,-7288.612653159997,-0.028375699274778322
5.144781797334083,9.113228035230051e-06,-4614.782641320171,-0.003142582712990386
9.136372441416906,1.9759664719397427e-05,-7324.859730622446,-0.012883917967420321
7.049109007978103,1.1140010094725647e-05,-7300.727996437137,-0.010461406742092824
8.358490428333187,1.8411488055187017e-05,-3311.261211415569,-0.00478624498126976
6.021096744841537,8.449319088366295e-06,-9566.714476194818,-0.01126353573481826
6.615231077010873,8.19657056037625e-06,-1873.945043272115,-0.0030162445500350418
5.940141550550911,5.467011243267671e-06,-2329.625130479367,-0.0040703643150166325
3.561943902384356,1.4775002380638279e-05,-3989.7578509623418,-0.0005561437091157641
7.779616922092043,1.0527895155856418e-05,-4661.005869033541,-0.009499911506849458
4.246178899526846,1.7965373747594558e-05,-1969.27751674313,-0.0003824479645596146
2.1945277314516307,1.2098148600373358e-05,-8332.02838424157,-0.000331712525011693
7.1637783672573425,1.952290141872083e-05,-9289.277540282543,-0.00797206489446723
3.4168854352563915,7.782882735546818e-06,-7844.408470814157,-0.0018323894812504193
9.523668674823314,1.8029347519334164e-05,-2848.795491698288,-0.006220150916512033
9.631428616020699,1.6648952791876128e-05,-9687.96759946165,-0.023693254023474067
9.318915121763588,1.656382766966078e-05,-4754.7384842485935,-0.010586900331521274
4.961269602043555,1.7671748421753317e-05,-1041.0623542782105,-0.0003278555424392449
2.1236529322309394,1.6415359864144985e-05,-2298.7351554621455,-6.112177797596261e-05
9.426548500701802,1.4393304824471233e-05,-5306.988798607695,-0.014075135722302207
5.425473186538515,6.968673165235814e-06,-9427.231816420219,-0.00984586278381388
9.733238552349356,5.487892692368779e-06,-2517.6383705286116,-0.019278208161378797
9.708959816714023,1.8812717717235306e-05,-4609.193426405105,-0.010218763075898597
8.82407564373888,1.4249754717811072e-05,-8965.603026463898,-0.019700924569863693
4.3555911365566855,1.6948059364642648e-05,-9155.284436589794,-0.0020342297684100294
5.080781828815402,1.2222835272688253e-05,-1813.3586250706685,-0.0008867683973491732
8.809093372134855,6.759622834435918e-06,-3977.1976335572945,-0.018329692204090822
4.535376041250221,6.8777868830382575e-06,-2536.4188061492005,-0.0015679022339740011
3.35594197348874,1.5283479308434572e-05,-2089.1898974595942,-0.00023545387214385287
6.454410099666801,1.1454588423491941e-05,-4854.0488315651,-0.005192794600367403
9.489238193286248,8.007870900505053e-06,-5342.9828342046285,-0.02598170124941942
7.568238373399784,1.2373918201121556e-05,-6126.153307111088,-0.009780743091935093
6.56048936071492,5.963134056127012e-06,-7147.4807098799265,-0.015423891093708
2.7774119501661483,1.3729571028715984e-05,-6088.636352271595,-0.0004330028867809455
6.920057813593358,9.034901066526466e-06,-3035.083098428592,-0.0050732139453870196
9.920430800834106,1.6963386509557826e-05,-4582.689120863816,-0.012020049597291124
3.1206721218921922,9.655429383853609e-06,-1967.290390406385,-0.0002821942281831256
6.146637218909894,1.1828302236227018e-05,-6009.57987058731,-0.005377015233517676
9.018984575423644,5.17430809862151e-06,-4536.193791531214,-0.029310219577320978
7.9261489420336355,6.086703316918384e-06,-4318.232022172102,-0.016099683981627158
7.576125927962144,1.0887403346100273e-05,-4674.725539243071,-0.00850903252821757
7.619872671896874,1.2199082520756854e-05,-3676.296042230353,-0.006076216992791868
4.875929209758041,1.4000308221789557e-05,-7863.0987846267435,-0.0029671201606558542
4.348734754115947,9.37493868063955e-06,-5388.726002087884,-0.0021543350532849527
8.474889243828109,1.542472829189814e-05,-9061.976774724872,-0.016297250467738368
8.480907157433446,1.790183595783807e-05,-6539.398051196687,-0.010154860257612008
8.93657854864083,1.669776483340025e-05,-5610.99638240862,-0.010929550565377389
9.30592442045177,5.594282380225357e-06,-4129.9816640907475,-0.02711372123474242
6.090739190887502,1.2207604208867434e-05,-1445.220526724168,-0.001219047181751312
6.012130357497597,6.573952676272623e-06,-4594.1404010647975,-0.006921013240841198
8.386361431734201,8.630675237937913e-06,-3307.6547544109617,-0.010301558863735837
7.199711446222121,1.9799938899007198e-05,-5443.605464543175,-0.004676004154214889
7.615735018061627,7.137433143522699e-06,-4293.0637176130185,-0.012107865272386055
8.366341355488808,1.2483322301770342e-05,-9361.61005479604,-0.020014001538655145
9.12004273454053,1.4272336014771788e-05,-7710.475772423377,-0.01867598684899914
4.703961254812286,1.5536974558161562e-05,-6743.322161153752,-0.00205875888291967
5.004663621119552,1.3394730252303713e-05,-5747.5598049413775,-0.002451212873076257
2.751855518726952,5.146562711287756e-06,-9589.161290478547,-0.001769485726356944
6.626241127969392,9.896919623659878e-06,-8739.78312202014,-0.011708712547739256
2.2875381903739367,1.2765674650770674e-05,-7508.671229878248,-0.0003208715421836838
5.724784145059681,6.317997487172501e-06,-1256.2057818905432,-0.001700064942540823
6.341157077660613,1.0259403968137714e-05,-7017.876936072544,-0.007948697613768386
4.292330017026275,5.498046631870499e-06,-5661.630476991258,-0.003711241723320102
6.726666084552086,6.178677457325312e-06,-8235.120585354463,-0.018487614273735787
2.2440019995123954,1.0953849143023943e-05,-4502.979360318086,-0.00021169458238519547
2.2987855099937153,6.9907363106459054e-06,-7473.851060356232,-0.0005918664126374471
8.580804485277266,1.3513112723923373e-05,-8137.066794054159,-0.017338172743211026
4.881525131290103,1.534197453705899e-05,-5350.846343986188,-0.001848905162508658
3.0164841012150783,1.7008800486636246e-05,-9950.447807556213,-0.0007317772192176413
6.177946080438435,8.002253663672152e-06,-9931.023706156971,-0.013335855149003314
8.159948424788887,7.512238733886047e-06,-8028.38071808328,-0.026462303361168407
3.7265682199747454,6.568517605016005e-06,-9669.50773749261,-0.0034719307102616653
6.983123806552002,1.4546453743154553e-05,-9027.768212823778,-0.009631176012565214
2.682779719950144,1.559713589730352e-05,-6950.254155951236,-0.00039211883021236815
2.4134537693488616,5.473792172384631e-06,-2776.728883781684,-0.0003249892162006773
6.250837052545184,1.904318369365535e-05,-4851.562209676293,-0.0028357203876504125
6.325080972880852,5.779569254772087e-06,-5385.9904663922525,-0.010746701882263971
7.099439211985652,1.3119445029516057e-05,-7358.600591126906,-0.0091465797627626
7.808730669781292,1.563590779176375e-05,-1614.2165251046517,-0.002240200265009682
9.806816635700276,1.8064536856191286e-05,-6426.864628865274,-0.015291965531836012
6.1304027864095625,1.571130398198642e-05,-9216.165098838057,-0.006159023609093651
4.583651783529968,1.702592124604688e-05,-4446.401354939789,-0.0011461454046088793
8.361489558149628,1.0091752888142091e-05,-8975.454458710587,-0.023694503870527288
4.166658010096594,1.7222376706197684e-05,-6892.991714784772,-0.0013194260809247882
5.511771365645089,6.2017226957701276e-06,-5433.29255153972,-0.006685457830187027
2.6276510507381277,1.8422249840907915e-05,-2131.9972778334177,-9.568720627222691e-05
2.20280594732366,1.3213885642306044e-05,-5558.080776938932,-0.00020489428999734188
9.7011873174234,1.7259466549437408e-05,-3679.6711057150214,-0.00887080697578261
8.687840964097646,1.1784774267774503e-05,-1064.6484490083676,-0.002699773740098934
7.567793648749584,1.4653665427947875e-05,-8816.597920918166,-0.011884185800019455
5.271623555314159,1.28960399140417e-05,-7527.416270324324,-0.0038969923995112285
3.386354560566766,1.597384282632998e-05,-6448.815319621182,-0.0007144546072417291
3.2514963413686884,6.224449730458844e-06,-6203.546393150518,-0.0015613335929841956
4.001943185316763,5.905281259858458e-06,-6300.810322610088,-0.0031165593324611043
6.393813317648964,8.706548510152198e-06,-1831.5009769910057,-0.0025058081100728428
7.716767381600499,7.393170201697826e-06,-3573.706199798292,-0.01012281248397503
7.28157901374185,1.8076753498883027e-05,-4528.853073183666,-0.004408098793296577
4.239471175567543,8.288209810370665e-06,-7215.645539234962,-0.003023126631908953
9.638922245305553,1.9637978837286973e-05,-2585.8865420083475,-0.005374089976427098
7.903175333566148,1.0053436876566604e-05,-1404.4553966350995,-0.0031427155252538833
6.4348324200912055,7.73176873533049e-06,-2609.2154570479615,-0.0040977894049760415
6.893765969874818,1.6845477607137188e-05,-9985.914053276743,-0.008850767389370904
5.356800499422319,1.4880616632513144e-05,-4272.387668349336,-0.002011281997842865
3.9818479160092597,1.2472935746797087e-05,-9539.781567021093,-0.0022005466271662407
4.847781429210093,1.3330453264064471e-05,-7681.535016996503,-0.002991844478548358
8.062768883714952,1.578802667408396e-05,-9464.277696870055,-0.014319210741055839
2.115147909038047,8.426821119969482e-06,-4565.84092345551,-0.00023366090399253622
2.92858112405533,1.994500874085113e-05,-3820.690778566539,-0.00021927355617690783
2.368021136174022,1.962189743220175e-05,-8969.611257406854,-0.00027662801955869544
2.325830418551761,1.4754885295204056e-05,-6545.450052595184,-0.00025435755305505437
8.843684672088058,7.993136763937177e-06,-5893.871419400122,-0.023242882396806896
7.629262875040189,1.5203423636469373e-05,-6678.522804151751,-0.008889832501858055
5.7933906326986016,6.082976134687638e-06,-8910.774995633263,-0.012980894719054573
2.782673285208012,5.459787533087091e-06,-6229.469888312721,-0.001120388980260351
5.932927000934659,8.865243327668206e-06,-3239.3975697242367,-0.0034776624843570734
5.7877741662445255,1.1939344351089746e-05,-9360.931019200701,-0.006927557226845909
3.3856149592801215,1.802408758112571e-05,-9278.37987326287,-0.0009104128511428302
5.470813193903784,1.5907536046494623e-05,-6807.058373476142,-0.0031931479401308073
5.1880378751789875,1.614059781799972e-05,-1524.4685954296747,-0.0006010562317772027
6.926800784417732,1.1382400016721131e-05,-3982.846179493774,-0.005299862550295491
7.08074920694115,1.0189024888204445e-05,-3891.970389946917,-0.006179898837229584
2.362432078176356,1.0565581444769043e-05,-6742.720082459215,-0.0003834657199003027
4.99690091701177,1.981474345604087e-05,-4657.0528791231545,-0.0013363854960616766
7.006879325713891,5.601637871187238e-06,-9908.81934375031,-0.027732410450486123
6.025090068640702,1.800547244183673e-05,-4275.13558231412,-0.002366697904562789
8.851918729506579,1.3680131128585903e-05,-1780.4174718138693,-0.004113870964011405
7.26954905295156,1.1579231287843858e-05,-4486.838784896628,-0.006784064604693382
